Bid ranges (gross),Advertisers,Bids,Average bid CPM (gross) (THB),Estimated earnings from bids (THB),Impressions won,Winning bid CPM (gross) (THB),Close CPM (THB),Win %
THB 162.73 - THB 165.92,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),1,163.08,0.06,1,163.08,63.82,100.00%
THB 165.92 - THB 169.11,Accor Group,7,167.42,0.36,4,167.34,89.09,57.14%
THB 165.92 - THB 169.11,BCD Holdings,1,166.79,0.06,1,166.79,63.82,100.00%
THB 165.92 - THB 169.11,Booking Holdings,4,168.13,0.23,4,168.13,58.01,100.00%
THB 165.92 - THB 169.11,Catcha Group,3,166.71,0.19,3,166.71,63.82,100.00%
THB 165.92 - THB 169.11,Central Group,11,167.54,0.82,11,167.54,74.28,100.00%
THB 165.92 - THB 169.11,Fast Retailing,1,167.68,0.06,1,167.68,63.82,100.00%
THB 165.92 - THB 169.11,General Electric Company,1,166.05,0.06,1,166.05,63.82,100.00%
THB 165.92 - THB 169.11,Government Of Qatar,3,167.58,0.06,1,168.35,63.82,33.33%
THB 165.92 - THB 169.11,Holmes Media,7,168,0.45,7,168,63.82,100.00%
THB 165.92 - THB 169.11,IAC,1,166.75,0.07,1,166.75,70.71,100.00%
THB 165.92 - THB 169.11,IG,1,166.34,0.06,1,166.34,63.82,100.00%
THB 165.92 - THB 169.11,JD.com,1,168.54,0.12,1,168.54,124.83,100.00%
THB 165.92 - THB 169.11,Krungsri Bank,2,167.02,0.15,2,167.02,74.41,100.00%
THB 165.92 - THB 169.11,Netflix,385,167.57,22.71,376,167.56,60.39,97.66%
THB 165.92 - THB 169.11,Pomelo,2,166.83,0.13,2,166.83,63.82,100.00%
THB 165.92 - THB 169.11,Spotify,2,168.99,0.13,2,168.99,63.82,100.00%
THB 165.92 - THB 169.11,TCC Group,8,167,0.38,6,166.95,63.82,75.00%
THB 165.92 - THB 169.11,Telenor Group,3,167.05,0.19,3,167.05,63.82,100.00%
THB 165.92 - THB 169.11,TopValue,1,167.14,0.06,1,167.14,63.82,100.00%
THB 165.92 - THB 169.11,traveloka.com,2,166.31,0.13,2,166.31,63.82,100.00%
THB 165.92 - THB 169.11,TripAdvisor Group,4,167.85,0.28,4,167.85,70.77,100.00%
THB 165.92 - THB 169.11,TRUE,12,167.39,0.76,11,167.36,69.29,91.67%
THB 165.92 - THB 169.11,Tune Group,82,167.41,5.13,80,167.43,64.06,97.56%
THB 165.92 - THB 169.11,TV Direct,3,168.27,0.13,2,168.21,63.82,66.67%
THB 165.92 - THB 169.11,Unclassified advertisers,48,167.34,2.72,40,167.36,67.95,83.33%
THB 165.92 - THB 169.11,Under Armour,3,167.64,0.19,3,167.64,63.82,100.00%
THB 165.92 - THB 169.11,Vizury Interactive Solutions,14,167.18,0.79,12,167.01,65.88,85.71%
THB 165.92 - THB 169.11,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),3,166.55,0.13,2,166.77,63.82,66.67%
THB 169.11 - THB 172.31,Accor Group,2,169.31,0.13,2,169.31,63.82,100.00%
THB 169.11 - THB 172.31,Booking Holdings,1,169.59,0.06,1,169.59,63.82,100.00%
THB 169.11 - THB 172.31,Catcha Group,5,170.65,0.32,5,170.65,63.82,100.00%
THB 169.11 - THB 172.31,Central Group,7,171.07,0.42,6,170.88,70.5,85.71%
THB 169.11 - THB 172.31,Fast Retailing,1,169.5,0.06,1,169.5,63.82,100.00%
THB 169.11 - THB 172.31,General Electric Company,2,170.76,0.13,2,170.76,67.33,100.00%
THB 169.11 - THB 172.31,Government Of Qatar,2,169.16,0.13,2,169.16,63.82,100.00%
THB 169.11 - THB 172.31,Hotels Combined,3,170.25,0.19,3,170.25,63.82,100.00%
THB 169.11 - THB 172.31,IG,2,170.41,0.13,2,170.41,63.82,100.00%
THB 169.11 - THB 172.31,Netflix,408,170.63,23.32,402,170.63,58.01,98.53%
THB 169.11 - THB 172.31,Pomelo,3,170.93,0.19,3,170.93,63.82,100.00%
THB 169.11 - THB 172.31,Rocket Internet,1,170.61,0.06,1,170.61,63.82,100.00%
THB 169.11 - THB 172.31,Shutterstock,1,170.71,0.06,1,170.71,63.82,100.00%
THB 169.11 - THB 172.31,Singapore Airlines Group,301,170.48,20.3,288,170.48,70.5,95.68%
THB 169.11 - THB 172.31,TCC Group,4,170.61,0.23,4,170.61,57.69,100.00%
THB 169.11 - THB 172.31,Telenor Group,10,170.23,0.32,7,170.35,45.58,70.00%
THB 169.11 - THB 172.31,TopValue,5,170.9,0.19,3,170.08,64.58,60.00%
THB 169.11 - THB 172.31,traveloka.com,2,169.78,0.13,2,169.78,63.82,100.00%
THB 169.11 - THB 172.31,TripAdvisor Group,2,170.17,0.19,2,170.17,93.56,100.00%
THB 169.11 - THB 172.31,TRUE,8,171.28,0.56,7,171.25,79.75,87.50%
THB 169.11 - THB 172.31,Tune Group,56,170.84,3.35,53,170.84,63.21,94.64%
THB 169.11 - THB 172.31,TV Direct,5,170.16,0.32,5,170.16,63.82,100.00%
THB 169.11 - THB 172.31,Unclassified advertisers,31,171,1.61,26,170.87,61.74,83.87%
THB 169.11 - THB 172.31,Under Armour,2,171.51,0.13,2,171.51,63.82,100.00%
THB 169.11 - THB 172.31,Vizury Interactive Solutions,5,170.68,0.39,5,170.68,77.4,100.00%
THB 169.11 - THB 172.31,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),1,169.15,0.06,1,169.15,64.84,100.00%
THB 172.31 - THB 175.50,Accor Group,1,173.9,0.06,1,173.9,63.82,100.00%
THB 172.31 - THB 175.50,Booking Holdings,1,174.48,0,0,0,0,0.00%
THB 172.31 - THB 175.50,Central Group,9,174.17,0.55,8,174.11,68.7,88.89%
THB 172.31 - THB 175.50,Fast Retailing,1,174.06,0.06,1,174.06,63.82,100.00%
THB 172.31 - THB 175.50,General Electric Company,1,174.89,0,0,0,0,0.00%
THB 172.31 - THB 175.50,Hotels Combined,4,173.92,0.18,2,173.29,90.36,50.00%
THB 172.31 - THB 175.50,IG,2,174.64,0.06,1,174.64,63.82,50.00%
THB 172.31 - THB 175.50,Krungsri Bank,1,174.86,0.09,1,174.86,85,100.00%
THB 172.31 - THB 175.50,Netflix,363,173.83,21.1,360,173.84,58.62,99.17%
THB 172.31 - THB 175.50,Rocket Internet,2,174.16,0.06,2,174.16,31.91,100.00%
THB 172.31 - THB 175.50,Shutterstock,3,172.47,0.19,3,172.47,63.82,100.00%
THB 172.31 - THB 175.50,TCC Group,14,174.19,0.64,10,174.24,63.82,71.43%
THB 172.31 - THB 175.50,Telenor Group,5,174.07,0.19,3,174.44,63.82,60.00%
THB 172.31 - THB 175.50,TopValue,1,173.17,0.07,1,173.17,74.79,100.00%
THB 172.31 - THB 175.50,traveloka.com,5,173.25,0.13,3,173.52,42.54,60.00%
THB 172.31 - THB 175.50,TripAdvisor Group,3,174.22,0.13,2,174,63.82,66.67%
THB 172.31 - THB 175.50,TRUE,5,173.89,0.26,5,173.89,51.05,100.00%
THB 172.31 - THB 175.50,Tune Group,71,173.79,4.2,67,173.76,62.74,94.37%
THB 172.31 - THB 175.50,Unclassified advertisers,36,173.67,1.99,31,173.6,64.18,86.11%
THB 172.31 - THB 175.50,Under Armour,1,172.56,0.06,1,172.56,63.82,100.00%
THB 172.31 - THB 175.50,Vizury Interactive Solutions,3,174.41,0.15,3,174.41,48.89,100.00%
THB 172.31 - THB 175.50,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),2,174.36,0.06,2,174.36,31.91,100.00%
THB 175.50 - THB 178.69,Catcha Group,2,176.6,0.17,2,176.6,87.17,100.00%
THB 175.50 - THB 178.69,Central Group,4,177.91,0.26,4,177.91,63.82,100.00%
THB 175.50 - THB 178.69,Facebook,1,177.03,0,0,0,0,0.00%
THB 175.50 - THB 178.69,Fast Retailing,2,177.2,0.13,2,177.2,63.82,100.00%
THB 175.50 - THB 178.69,General Electric Company,3,178.13,0.19,3,178.13,63.82,100.00%
THB 175.50 - THB 178.69,Government Of Qatar,1,176.52,0,1,176.52,0,100.00%
THB 175.50 - THB 178.69,Hotels Combined,2,176.68,0.13,2,176.68,63.82,100.00%
THB 175.50 - THB 178.69,IAC,1,178.43,0,0,0,0,0.00%
THB 175.50 - THB 178.69,IG,1,178.5,0.08,1,178.5,76.58,100.00%
THB 175.50 - THB 178.69,JD.com,1,176.49,0.06,1,176.49,63.82,100.00%
THB 175.50 - THB 178.69,Krungsri Bank,1,176.42,0.09,1,176.42,85,100.00%
THB 175.50 - THB 178.69,Netflix,327,177.06,18.65,316,177.05,59.01,96.64%
THB 175.50 - THB 178.69,Pomelo,2,177.38,0.13,2,177.38,63.82,100.00%
THB 175.50 - THB 178.69,Rocket Internet,1,176.61,0.06,1,176.61,63.82,100.00%
THB 175.50 - THB 178.69,Shutterstock,1,177.89,0.06,1,177.89,63.82,100.00%
THB 175.50 - THB 178.69,TCC Group,8,176.98,0.42,6,177.03,69.48,75.00%
THB 175.50 - THB 178.69,Telenor Group,4,177.14,0.13,2,177.08,63.82,50.00%
THB 175.50 - THB 178.69,TopValue,3,176.96,0.19,3,176.96,63.82,100.00%
THB 175.50 - THB 178.69,Travelclick,2,178.56,0.06,2,178.56,31.91,100.00%
THB 175.50 - THB 178.69,traveloka.com,2,176.28,0.13,2,176.28,63.82,100.00%
THB 175.50 - THB 178.69,TripAdvisor Group,7,177.59,0.38,6,177.43,63.82,85.71%
THB 175.50 - THB 178.69,TRUE,3,176.59,0.21,3,176.59,70.54,100.00%
THB 175.50 - THB 178.69,Tune Group,43,177.22,2.49,40,177.27,62.24,93.02%
THB 175.50 - THB 178.69,TV Direct,1,178.27,0.06,1,178.27,63.82,100.00%
THB 175.50 - THB 178.69,Unclassified advertisers,25,176.88,1.63,24,176.94,67.94,96.00%
THB 175.50 - THB 178.69,Under Armour,3,177.59,0.19,3,177.59,63.82,100.00%
THB 175.50 - THB 178.69,Vizury Interactive Solutions,4,177.99,0.19,4,177.99,47.86,100.00%
THB 175.50 - THB 178.69,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),1,175.75,0.06,1,175.75,63.82,100.00%
THB 178.69 - THB 181.88,Booking Holdings,2,179.71,0.14,2,179.71,72.11,100.00%
THB 178.69 - THB 181.88,Catcha Group,1,180.22,0.06,1,180.22,63.82,100.00%
THB 178.69 - THB 181.88,Central Group,10,180.43,0.74,10,180.43,73.7,100.00%
THB 178.69 - THB 181.88,Facebook,1,181.59,0.12,1,181.59,120.49,100.00%
THB 178.69 - THB 181.88,Fast Retailing,1,180.63,0.06,1,180.63,63.82,100.00%
THB 178.69 - THB 181.88,General Electric Company,1,178.91,0,0,0,0,0.00%
THB 178.69 - THB 181.88,Government Of Qatar,1,181.62,0.06,1,181.62,63.82,100.00%
THB 178.69 - THB 181.88,Hotels Combined,3,180.01,0.06,2,180.52,31.91,66.67%
THB 178.69 - THB 181.88,Intercontinental Hotels Group,2,180.62,0.06,2,180.62,31.91,100.00%
THB 178.69 - THB 181.88,JD.com,1,180.57,0.06,1,180.57,63.82,100.00%
THB 178.69 - THB 181.88,Krungsri Bank,2,179.72,0.06,2,179.72,31.91,100.00%
THB 178.69 - THB 181.88,Marriott International,53,179.64,3.08,43,179.64,71.68,81.13%
THB 178.69 - THB 181.88,Mazda,13,180.64,0.38,11,180.64,34.81,84.62%
THB 178.69 - THB 181.88,Netflix,299,180.21,17.77,295,180.19,60.22,98.66%
THB 178.69 - THB 181.88,Pomelo,3,180.14,0.19,3,180.14,63.82,100.00%
THB 178.69 - THB 181.88,Rocket Internet,3,179.51,0.19,3,179.51,63.82,100.00%
THB 178.69 - THB 181.88,Shutterstock,2,180.68,0.13,2,180.68,63.82,100.00%
THB 178.69 - THB 181.88,Supalai,"2,826",180.69,100.57,"2,168",180.69,46.39,76.72%
THB 178.69 - THB 181.88,TCC Group,7,180.67,0.39,6,180.63,65.52,85.71%
THB 178.69 - THB 181.88,Telenor Group,4,179.69,0.19,3,180.01,63.82,75.00%
THB 178.69 - THB 181.88,TopValue,1,180.44,0,0,0,0,0.00%
THB 178.69 - THB 181.88,TripAdvisor Group,8,181.34,0.52,6,181.22,87.43,75.00%
THB 178.69 - THB 181.88,TRUE,6,179.35,0.4,6,179.35,66.24,100.00%
THB 178.69 - THB 181.88,Tune Group,42,180.24,2.3,39,180.24,58.91,92.86%
THB 178.69 - THB 181.88,Unclassified advertisers,58,180.59,2.94,49,180.57,60.03,84.48%
THB 178.69 - THB 181.88,Under Armour,5,180.19,0.07,1,179.64,65.6,20.00%
THB 178.69 - THB 181.88,Unicharm,1,180.6,0,0,0,0,0.00%
THB 178.69 - THB 181.88,Vizury Interactive Solutions,8,180.73,0.38,7,180.61,54.7,87.50%
THB 178.69 - THB 181.88,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),2,180.3,0.06,2,180.3,31.91,100.00%
THB 181.88 - THB 185.07,Accor Group,1,183.73,0,0,0,0,0.00%
THB 181.88 - THB 185.07,BCD Holdings,1,184.59,0.06,1,184.59,63.82,100.00%
THB 181.88 - THB 185.07,Booking Holdings,1,183,0.06,1,183,63.82,100.00%
THB 181.88 - THB 185.07,Central Group,8,183.31,0.26,5,182.77,51.05,62.50%
THB 181.88 - THB 185.07,Fast Retailing,1,184.91,0.06,1,184.91,63.82,100.00%
THB 181.88 - THB 185.07,Government Of Qatar,1,184.27,0.06,1,184.27,63.82,100.00%
THB 181.88 - THB 185.07,Hotels Combined,2,184.7,0.13,2,184.7,63.82,100.00%
THB 181.88 - THB 185.07,JD.com,1,182.58,0.06,1,182.58,63.82,100.00%
THB 181.88 - THB 185.07,JTB,1,183.22,0.06,1,183.22,63.82,100.00%
THB 181.88 - THB 185.07,Krungsri Bank,4,183.74,0.28,4,183.74,69.11,100.00%
THB 181.88 - THB 185.07,Netflix,355,183.54,21.28,353,183.55,60.29,99.44%
THB 181.88 - THB 185.07,Pomelo,1,183.92,0,1,183.92,0,100.00%
THB 181.88 - THB 185.07,Rocket Internet,4,183.51,0.26,4,183.51,63.82,100.00%
THB 181.88 - THB 185.07,TCC Group,5,183.66,0.34,5,183.66,68.11,100.00%
THB 181.88 - THB 185.07,Telenor Group,6,183.57,0.41,6,183.57,69.09,100.00%
THB 181.88 - THB 185.07,TopValue,1,182.96,0.06,1,182.96,63.82,100.00%
THB 181.88 - THB 185.07,TripAdvisor Group,2,182.25,0.13,2,182.25,63.82,100.00%
THB 181.88 - THB 185.07,TRUE,5,183.4,0.36,5,183.4,72.53,100.00%
THB 181.88 - THB 185.07,Tune Group,38,183.6,2.41,38,183.6,63.47,100.00%
THB 181.88 - THB 185.07,TV Direct,3,182.63,0.13,3,182.63,42.54,100.00%
THB 181.88 - THB 185.07,Unclassified advertisers,46,183.19,2.39,39,183.23,61.26,84.78%
THB 181.88 - THB 185.07,Under Armour,1,183.47,0.06,1,183.47,63.82,100.00%
THB 181.88 - THB 185.07,Vizury Interactive Solutions,6,183.47,0.45,6,183.47,74.97,100.00%
THB 181.88 - THB 185.07,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),4,184.58,0.26,4,184.58,63.82,100.00%
THB 185.07 - THB 188.26,Booking Holdings,4,186.93,0.28,4,186.93,70.65,100.00%
THB 185.07 - THB 188.26,Catcha Group,1,187.43,0.08,1,187.43,82.71,100.00%
THB 185.07 - THB 188.26,Central Group,4,187.34,0.24,3,187.45,81.09,75.00%
THB 185.07 - THB 188.26,Government Of Qatar,3,187.7,0.23,3,187.7,75.64,100.00%
THB 185.07 - THB 188.26,Hongkong & Shanghai Hotels,3,185.39,0.23,3,185.39,75.56,100.00%
THB 185.07 - THB 188.26,Hotels Combined,2,187.14,0.06,1,187.02,63.82,50.00%
THB 185.07 - THB 188.26,IG,1,187.08,0.06,1,187.08,63.82,100.00%
THB 185.07 - THB 188.26,Krungsri Bank,1,185.26,0.06,1,185.26,63.82,100.00%
THB 185.07 - THB 188.26,Netflix,302,186.54,17.32,296,186.54,58.52,98.01%
THB 185.07 - THB 188.26,Pomelo,1,186.44,0.06,1,186.44,63.82,100.00%
THB 185.07 - THB 188.26,Shutterstock,4,186.87,0.19,4,186.87,47.86,100.00%
THB 185.07 - THB 188.26,TCC Group,12,186.58,0.85,11,186.59,77.04,91.67%
THB 185.07 - THB 188.26,Telenor Group,5,187.32,0.26,4,187.13,63.82,80.00%
THB 185.07 - THB 188.26,TopValue,4,186.81,0.34,4,186.81,86.03,100.00%
THB 185.07 - THB 188.26,traveloka.com,1,187.37,0.06,1,187.37,63.82,100.00%
THB 185.07 - THB 188.26,TripAdvisor Group,1,187.05,0.06,1,187.05,63.82,100.00%
THB 185.07 - THB 188.26,TRUE,12,186.97,0.85,11,186.92,76.88,91.67%
THB 185.07 - THB 188.26,Tune Group,42,186.42,2.55,41,186.38,62.26,97.62%
THB 185.07 - THB 188.26,TV Direct,3,186.26,0.19,3,186.26,63.82,100.00%
THB 185.07 - THB 188.26,Unclassified advertisers,32,186.72,1.71,26,186.66,65.89,81.25%
THB 185.07 - THB 188.26,Under Armour,1,187.02,0.06,1,187.02,63.82,100.00%
THB 185.07 - THB 188.26,Vizury Interactive Solutions,6,186.8,0.38,6,186.8,63.82,100.00%
THB 185.07 - THB 188.26,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),1,185.74,0.06,1,185.74,63.82,100.00%
THB 188.26 - THB 191.45,Accor Group,1,190.24,0,0,0,0,0.00%
THB 188.26 - THB 191.45,BCD Holdings,1,189.09,0.06,1,189.09,63.82,100.00%
THB 188.26 - THB 191.45,Booking Holdings,1,191.39,0,0,0,0,0.00%
THB 188.26 - THB 191.45,Catcha Group,2,189.47,0.13,2,189.47,63.82,100.00%
THB 188.26 - THB 191.45,Central Group,4,190.08,0.3,4,190.08,75.88,100.00%
THB 188.26 - THB 191.45,Government Of Qatar,1,188.32,0.06,1,188.32,63.82,100.00%
THB 188.26 - THB 191.45,JD.com,2,188.39,0.06,1,188.52,63.82,50.00%
THB 188.26 - THB 191.45,Krungsri Bank,1,189.73,0.06,1,189.73,63.82,100.00%
THB 188.26 - THB 191.45,Kuok Group,1,189.12,0,0,0,0,0.00%
THB 188.26 - THB 191.45,Marina Bay Sands,2,191.26,0.12,1,191.29,120.49,50.00%
THB 188.26 - THB 191.45,Netflix,259,189.98,15,252,189.98,59.54,97.30%
THB 188.26 - THB 191.45,Pomelo,2,190.21,0.13,2,190.21,63.82,100.00%
THB 188.26 - THB 191.45,Rocket Internet,1,188.61,0.06,1,188.61,63.82,100.00%
THB 188.26 - THB 191.45,TCC Group,7,189.45,0.42,6,189.64,70.62,85.71%
THB 188.26 - THB 191.45,Telenor Group,7,190.3,0.38,7,190.3,54.7,100.00%
THB 188.26 - THB 191.45,TopValue,2,189.76,0.13,2,189.76,67.39,100.00%
THB 188.26 - THB 191.45,traveloka.com,2,189.74,0.13,2,189.74,63.82,100.00%
THB 188.26 - THB 191.45,TripAdvisor Group,5,190.46,0.29,4,190.91,71.54,80.00%
THB 188.26 - THB 191.45,TRUE,6,190.46,0.43,6,190.46,72.2,100.00%
THB 188.26 - THB 191.45,Tune Group,32,189.98,2.01,31,189.95,64.85,96.88%
THB 188.26 - THB 191.45,TV Direct,2,190.24,0.06,1,190.59,63.82,50.00%
THB 188.26 - THB 191.45,Unclassified advertisers,30,189.89,1.85,27,189.81,68.5,90.00%
THB 188.26 - THB 191.45,Under Armour,3,189.89,0.13,2,190.64,63.82,66.67%
THB 188.26 - THB 191.45,Vizury Interactive Solutions,1,188.48,0.06,1,188.48,63.82,100.00%
THB 188.26 - THB 191.45,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),1,190.84,0.06,1,190.84,63.82,100.00%
THB 191.45 - THB 194.64,BCD Holdings,1,192.28,0.06,1,192.28,63.82,100.00%
THB 191.45 - THB 194.64,Booking Holdings,2,193.67,0,1,193.56,0,50.00%
THB 191.45 - THB 194.64,Catcha Group,1,194.48,0.06,1,194.48,63.82,100.00%
THB 191.45 - THB 194.64,Central Group,9,192.74,0.54,9,192.74,60.16,100.00%
THB 191.45 - THB 194.64,Como Group,22,191.45,1.41,22,191.45,64.18,100.00%
THB 191.45 - THB 194.64,Fast Retailing,1,191.77,0.06,1,191.77,63.82,100.00%
THB 191.45 - THB 194.64,Government Of Qatar,2,192.82,0.13,2,192.82,63.82,100.00%
THB 191.45 - THB 194.64,Government of Taiwan,301,191.45,7.82,276,191.45,28.33,91.69%
THB 191.45 - THB 194.64,Hotels Combined,4,192.54,0.06,2,192.49,31.91,50.00%
THB 191.45 - THB 194.64,IG,1,194.48,0.06,1,194.48,63.82,100.00%
THB 191.45 - THB 194.64,Krungsri Bank,4,193.01,0.28,4,193.01,69.62,100.00%
THB 191.45 - THB 194.64,Kuok Group,2,191.45,0.14,2,191.45,68.03,100.00%
THB 191.45 - THB 194.64,Netflix,266,192.95,14.72,253,192.94,58.16,95.11%
THB 191.45 - THB 194.64,Pomelo,2,191.98,0.13,2,191.98,63.82,100.00%
THB 191.45 - THB 194.64,Rocket Internet,1,194.42,0.06,1,194.42,63.82,100.00%
THB 191.45 - THB 194.64,Shutterstock,1,194.42,0.06,1,194.42,63.82,100.00%
THB 191.45 - THB 194.64,TCC Group,9,192.52,0.64,9,192.52,71.13,100.00%
THB 191.45 - THB 194.64,Telenor Group,5,192.83,0.32,5,192.83,63.82,100.00%
THB 191.45 - THB 194.64,Travelclick,11,191.45,0.65,11,191.45,59.18,100.00%
THB 191.45 - THB 194.64,TripAdvisor Group,6,193.25,0.47,6,193.25,77.9,100.00%
THB 191.45 - THB 194.64,TRUE,8,193.15,0.45,6,193.1,74.24,75.00%
THB 191.45 - THB 194.64,Tune Group,33,193.2,2.16,33,193.2,65.56,100.00%
THB 191.45 - THB 194.64,TV Direct,3,192.78,0.23,3,192.78,77.69,100.00%
THB 191.45 - THB 194.64,Unclassified advertisers,53,192.84,3.12,45,192.84,69.35,84.91%
THB 191.45 - THB 194.64,Under Armour,1,193.01,0.11,1,193.01,107.98,100.00%
THB 191.45 - THB 194.64,Vizury Interactive Solutions,5,193.49,0.32,5,193.49,63.82,100.00%
THB 194.64 - THB 197.83,Accor Group,15,195.91,0.47,6,195.98,78.39,40.00%
THB 194.64 - THB 197.83,BCD Holdings,1,195.28,0,0,0,0,0.00%
THB 194.64 - THB 197.83,Booking Holdings,2,196.49,0.13,2,196.49,63.82,100.00%
THB 194.64 - THB 197.83,Catcha Group,3,196.36,0.19,3,196.36,63.82,100.00%
THB 194.64 - THB 197.83,Central Group,2,195.58,0.13,2,195.58,63.82,100.00%
THB 194.64 - THB 197.83,Fast Retailing,2,195.69,0.13,2,195.69,63.82,100.00%
THB 194.64 - THB 197.83,General Electric Company,1,195.34,0.06,1,195.34,63.82,100.00%
THB 194.64 - THB 197.83,Government Of Qatar,3,196.4,0.19,3,196.4,63.82,100.00%
THB 194.64 - THB 197.83,Hongkong & Shanghai Hotels,5,194.96,0.37,5,194.96,74.84,100.00%
THB 194.64 - THB 197.83,Hotels Combined,2,195.3,0.06,1,194.8,63.82,50.00%
THB 194.64 - THB 197.83,Krungsri Bank,1,195.34,0.08,1,195.34,79.64,100.00%
THB 194.64 - THB 197.83,Netflix,222,196.29,12.8,219,196.27,58.46,98.65%
THB 194.64 - THB 197.83,Pomelo,1,196.62,0.06,1,196.62,63.82,100.00%
THB 194.64 - THB 197.83,Rocket Internet,1,197.26,0.06,1,197.26,63.82,100.00%
THB 194.64 - THB 197.83,Shutterstock,1,194.83,0.06,1,194.83,63.82,100.00%
THB 194.64 - THB 197.83,Spotify,50,194.64,3.19,50,194.64,63.88,100.00%
THB 194.64 - THB 197.83,TCC Group,8,196.59,0.53,7,196.56,76.36,87.50%
THB 194.64 - THB 197.83,Telenor Group,6,195.93,0.38,6,195.93,63.82,100.00%
THB 194.64 - THB 197.83,TopValue,1,196.52,0.07,1,196.52,73.26,100.00%
THB 194.64 - THB 197.83,traveloka.com,2,195.6,0.2,2,195.6,99.81,100.00%
THB 194.64 - THB 197.83,TripAdvisor Group,3,196.34,0.13,2,196.6,63.82,66.67%
THB 194.64 - THB 197.83,TRUE,5,195.98,0.31,4,195.77,76.9,80.00%
THB 194.64 - THB 197.83,Tune Group,38,196.22,2.38,36,196.28,65.99,94.74%
THB 194.64 - THB 197.83,TV Direct,1,196.43,0.06,1,196.43,63.82,100.00%
THB 194.64 - THB 197.83,Unclassified advertisers,28,196.4,1.65,26,196.36,63.63,92.86%
THB 194.64 - THB 197.83,Vizury Interactive Solutions,3,196.11,0.17,3,196.11,56.21,100.00%
THB 194.64 - THB 197.83,Woodpecker Asia Tech,1,195.98,0.06,1,195.98,63.82,100.00%
THB 194.64 - THB 197.83,บริษัท เกรียงกมล2009 จำกัด (สาขา 1),2,195.22,0.13,2,195.22,63.82,100.00%
THB 197.83 - THB 201.02,Catcha Group,1,200.54,0.06,1,200.54,63.82,100.00%
THB 197.83 - THB 201.02,Central Group,3,198.23,0.19,3,198.23,63.82,100.00%
THB 197.83 - THB 201.02,Fast Retailing,3,200.09,0.19,3,200.09,63.82,100.00%
THB 197.83 - THB 201.02,General Electric Company,1,198.34,0.06,1,198.34,63.82,100.00%
THB 197.83 - THB 201.02,Government Of Qatar,1,198.82,0.06,1,198.82,63.82,100.00%
THB 197.83 - THB 201.02,Intercontinental Hotels Group,1,200.64,0,0,0,0,0.00%
THB 197.83 - THB 201.02,JD.com,1,199.33,0,0,0,0,0.00%
THB 197.83 - THB 201.02,Netflix,244,199.35,14.12,241,199.35,58.6,98.77%
THB 197.83 - THB 201.02,Pomelo,2,198.26,0.13,2,198.26,63.82,100.00%
THB 197.83 - THB 201.02,Shutterstock,3,199.74,0.19,3,199.74,63.82,100.00%
THB 197.83 - THB 201.02,TCC Group,7,199.21,0.26,4,199.8,63.82,57.14%
THB 197.83 - THB 201.02,Telenor Group,8,199.19,0.45,8,199.19,56.83,100.00%
THB 197.83 - THB 201.02,TopValue,1,198.73,0.07,1,198.73,65.35,100.00%
THB 197.83 - THB 201.02,traveloka.com,1,199.33,0.06,1,199.33,63.82,100.00%
THB 197.83 - THB 201.02,TripAdvisor Group,2,199.83,0.13,2,199.83,63.82,100.00%
THB 197.83 - THB 201.02,TRUE,11,199.12,0.63,9,199.05,70.48,81.82%
THB 197.83 - THB 201.02,Tune Group,24,199.29,1.36,21,199.23,64.66,87.50%
THB 197.83 - THB 201.02,TV Direct,5,199.66,0.37,5,199.66,73.26,100.00%
THB 197.83 - THB 201.02,Unclassified advertisers,"13,769",200.74,597.65,"12,771",200.74,46.8,92.75%
THB 197.83 - THB 201.02,Under Armour,1,198.12,0.06,1,198.12,63.82,100.00%
THB 197.83 - THB 201.02,Vizury Interactive Solutions,6,199.06,0.42,6,199.06,69.86,100.00%
THB 201.02 - THB 204.21,Accor Group,4,202.66,0.19,3,202.83,63.82,75.00%
THB 201.02 - THB 204.21,Booking Holdings,1,203.51,0.06,1,203.51,63.82,100.00%
THB 201.02 - THB 204.21,Central Group,5,202.7,0.3,4,202.49,75.75,80.00%
THB 201.02 - THB 204.21,Facebook,1,201.73,0.06,1,201.73,63.82,100.00%
THB 201.02 - THB 204.21,Fast Retailing,4,203.38,0.27,4,203.38,66.5,100.00%
THB 201.02 - THB 204.21,General Electric Company,1,201.95,0.06,1,201.95,63.82,100.00%
THB 201.02 - THB 204.21,Government Of Qatar,3,202.33,0.13,3,202.33,42.54,100.00%
THB 201.02 - THB 204.21,Krungsri Bank,1,201.53,0.09,1,201.53,86.54,100.00%
THB 201.02 - THB 204.21,Netflix,200,202.58,11.14,197,202.57,56.52,98.50%
THB 201.02 - THB 204.21,Pomelo,1,203.19,0.06,1,203.19,63.82,100.00%
THB 201.02 - THB 204.21,Rocket Internet,1,203.9,0.06,1,203.9,63.82,100.00%
