Advertisers,Bid ranges (gross),Bids,Average bid CPM (gross) (THB),Estimated earnings from bids (THB),Impressions won,Winning bid CPM (gross) (THB),Close CPM (THB),Win %
Fast Retailing,THB 531.77 - THB 534.96,1.00,534.80,0.06,1.00,534.80,63.88,1.00
Fast Retailing,THB 538.14 - THB 541.33,1.00,539.88,0.34,1.00,539.88,335.99,1.00
Fast Retailing,THB 541.33 - THB 544.51,1.00,542.09,0.06,1.00,542.09,63.72,1.00
Fast Retailing,THB 544.51 - THB 547.69,2.00,547.26,0.30,2.00,547.26,149.93,1.00
Fast Retailing,THB 554.06 - THB 557.25,1.00,555.60,0.06,1.00,555.60,63.72,1.00
Fast Retailing,THB 557.25 - THB 560.43,1.00,559.09,0.13,1.00,559.09,128.02,1.00
Fast Retailing,THB 560.43 - THB 563.62,1.00,563.89,0.19,1.00,563.89,189.33,1.00
Fast Retailing,THB 573.17 - THB 576.35,1.00,574.45,0.26,1.00,574.45,262.71,1.00
Fast Retailing,THB 585.91 - THB 589.09,1.00,589.73,0.13,1.00,589.73,129.60,1.00
Fast Retailing,THB 598.64 - THB 601.83,3.00,602.16,0.22,3.00,602.16,72.77,1.00
Fast Retailing,THB 636.85 - THB 640.04,45.00,638.13,4.57,43.00,638.09,106.35,0.96
Fast Retailing,"THB 1,257.79 - THB 1,260.97",1.00,1263.66,0.06,1.00,1263.66,63.89,1.00
Forex Global Market,THB 79.61 - THB 82.79,3.00,79.88,0.19,3.00,79.88,63.69,1.00
Forex Global Market,THB 82.79 - THB 85.98,2.00,83.66,0.13,2.00,83.66,63.80,1.00
Forex Global Market,THB 85.98 - THB 89.16,1.00,87.11,0.06,1.00,87.11,63.89,1.00
Forex Global Market,THB 89.16 - THB 92.34,4.00,90.42,0.19,3.00,90.06,63.97,0.75
Forex Global Market,THB 95.53 - THB 98.71,1.00,96.90,0.06,1.00,96.90,64.13,1.00
Forex Global Market,THB 98.71 - THB 101.90,2.00,101.32,0.13,2.00,101.32,63.80,1.00
Forex Global Market,THB 101.90 - THB 105.08,2.00,103.39,0.06,1.00,102.87,63.72,0.50
Forex Global Market,THB 105.08 - THB 108.27,1.00,108.58,0.06,1.00,108.58,63.89,1.00
Forex Global Market,THB 111.45 - THB 114.63,2.00,113.47,0.13,2.00,113.47,63.76,1.00
Forex Global Market,THB 127.37 - THB 130.55,1.00,129.35,0.06,1.00,129.35,63.88,1.00
Forex Global Market,THB 133.74 - THB 136.92,1.00,136.69,0.06,1.00,136.69,63.88,1.00
Forex Global Market,THB 136.92 - THB 140.11,1.00,139.70,0.09,1.00,139.70,92.98,1.00
Forex Global Market,THB 140.11 - THB 143.29,2.00,140.59,0.06,2.00,140.59,31.94,1.00
Forex Global Market,THB 143.29 - THB 146.48,1.00,144.70,0.06,1.00,144.70,63.69,1.00
Forex Global Market,THB 159.21 - THB 162.40,1.00,162.24,0.06,1.00,162.24,63.88,1.00
Forex Global Market,THB 165.58 - THB 168.77,1.00,166.76,0.06,1.00,166.76,63.69,1.00
Forex Global Market,THB 178.32 - THB 181.50,1.00,180.58,0.06,1.00,180.58,63.88,1.00
Forzieri,THB 12.74 - THB 15.92,36.00,13.50,0.00,0.00,0.00,0.00,0.00
Forzieri,THB 15.92 - THB 19.11,5.00,17.77,0.00,0.00,0.00,0.00,0.00
Fragrance X,THB 0.00 - THB 3.18,5.00,1.48,0.00,0.00,0.00,0.00,0.00
Fragrance X,THB 3.18 - THB 6.37,5.00,4.32,0.00,0.00,0.00,0.00,0.00
Fragrance X,THB 6.37 - THB 9.55,2.00,7.44,0.00,0.00,0.00,0.00,0.00
GMMB,THB 0.00 - THB 3.18,41.00,1.26,0.00,0.00,0.00,0.00,0.00
GMMB,THB 3.18 - THB 6.37,1.00,3.21,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 0.00 - THB 3.18,13.00,2.32,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 3.18 - THB 6.37,209.00,5.38,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 6.37 - THB 9.55,734.00,8.05,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 9.55 - THB 12.74,808.00,11.12,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 12.74 - THB 15.92,745.00,14.30,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 15.92 - THB 19.11,715.00,17.48,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 19.11 - THB 22.29,639.00,20.66,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 22.29 - THB 25.47,493.00,23.91,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 25.47 - THB 28.66,427.00,27.02,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 28.66 - THB 31.84,398.00,30.31,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 31.84 - THB 35.03,337.00,33.42,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 35.03 - THB 38.21,326.00,36.63,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 38.21 - THB 41.40,292.00,39.74,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 41.40 - THB 44.58,244.00,43.00,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 44.58 - THB 47.76,233.00,46.22,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 47.76 - THB 50.95,204.00,49.53,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 50.95 - THB 54.13,150.00,52.47,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 54.13 - THB 57.32,185.00,55.77,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 57.32 - THB 60.50,140.00,58.96,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 60.50 - THB 63.69,120.00,62.22,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 63.69 - THB 66.87,97.00,65.26,4.78,78.00,65.25,61.31,0.80
Government Of Qatar,THB 66.87 - THB 70.05,103.00,68.50,5.10,82.00,68.50,62.20,0.80
Government Of Qatar,THB 70.05 - THB 73.24,81.00,71.53,4.14,70.00,71.50,59.19,0.86
Government Of Qatar,THB 73.24 - THB 76.42,77.00,74.87,3.95,62.00,74.83,63.74,0.81
Government Of Qatar,THB 76.42 - THB 79.61,71.00,77.94,3.38,55.00,77.95,61.43,0.77
Government Of Qatar,THB 79.61 - THB 82.79,65.00,81.29,3.25,56.00,81.30,58.06,0.86
Government Of Qatar,THB 82.79 - THB 85.98,54.00,84.55,2.68,46.00,84.58,58.26,0.85
Government Of Qatar,THB 85.98 - THB 89.16,38.00,87.60,2.04,34.00,87.65,60.00,0.89
Government Of Qatar,THB 89.16 - THB 92.34,36.00,90.88,2.04,33.00,90.88,61.82,0.92
Government Of Qatar,THB 92.34 - THB 95.53,40.00,94.14,2.10,35.00,94.10,60.10,0.88
Government Of Qatar,THB 95.53 - THB 98.71,34.00,97.38,1.79,28.00,97.35,63.77,0.82
Government Of Qatar,THB 98.71 - THB 101.90,38.00,100.38,2.19,36.00,100.35,60.74,0.95
Government Of Qatar,THB 101.90 - THB 105.08,20.00,103.59,1.08,18.00,103.54,60.25,0.90
Government Of Qatar,THB 105.08 - THB 108.27,29.00,106.81,1.66,26.00,106.64,63.76,0.90
Government Of Qatar,THB 108.27 - THB 111.45,33.00,110.10,1.80,29.00,110.05,62.02,0.88
Government Of Qatar,THB 111.45 - THB 114.63,32.00,113.21,1.81,28.00,113.15,64.77,0.88
Government Of Qatar,THB 114.63 - THB 117.82,25.00,116.47,1.29,20.00,116.50,64.62,0.80
Government Of Qatar,THB 117.82 - THB 121.00,23.00,119.75,1.21,19.00,119.81,63.77,0.83
Government Of Qatar,THB 121.00 - THB 124.19,26.00,122.55,1.47,24.00,122.51,61.07,0.92
Government Of Qatar,THB 124.19 - THB 127.37,28.00,126.08,1.51,22.00,126.05,68.69,0.79
Government Of Qatar,THB 127.37 - THB 130.55,20.00,129.20,1.11,19.00,129.14,58.21,0.95
Government Of Qatar,THB 130.55 - THB 133.74,18.00,132.15,0.87,14.00,132.00,61.95,0.78
Government Of Qatar,THB 133.74 - THB 136.92,20.00,135.69,0.90,16.00,135.64,56.02,0.80
Government Of Qatar,THB 136.92 - THB 140.11,21.00,138.83,1.08,18.00,138.87,60.21,0.86
Government Of Qatar,THB 140.11 - THB 143.29,18.00,141.98,0.97,15.00,141.90,64.99,0.83
Government Of Qatar,THB 143.29 - THB 146.48,12.00,144.82,0.75,11.00,144.71,67.86,0.92
Government Of Qatar,THB 146.48 - THB 149.66,15.00,148.02,0.96,15.00,148.02,63.74,1.00
Government Of Qatar,THB 149.66 - THB 152.84,8.00,151.55,0.45,7.00,151.54,65.00,0.88
Government Of Qatar,THB 152.84 - THB 156.03,12.00,154.71,0.45,9.00,154.55,49.59,0.75
Government Of Qatar,THB 156.03 - THB 159.21,18.00,157.78,1.02,16.00,157.77,63.75,0.89
Government Of Qatar,THB 159.21 - THB 162.40,14.00,161.04,0.73,11.00,160.82,66.77,0.79
Government Of Qatar,THB 162.40 - THB 165.58,9.00,163.90,0.47,8.00,163.95,58.13,0.89
Government Of Qatar,THB 165.58 - THB 168.77,10.00,167.56,0.57,9.00,167.73,63.75,0.90
Government Of Qatar,THB 168.77 - THB 171.95,15.00,170.64,0.84,13.00,170.54,64.35,0.87
Government Of Qatar,THB 171.95 - THB 175.13,11.00,173.60,0.57,9.00,173.58,63.77,0.82
Government Of Qatar,THB 175.13 - THB 178.32,17.00,177.24,0.96,14.00,177.19,68.31,0.82
Government Of Qatar,THB 178.32 - THB 181.50,11.00,180.27,0.59,8.00,180.13,73.27,0.73
Government Of Qatar,THB 181.50 - THB 184.69,7.00,183.72,0.38,6.00,183.71,63.70,0.86
Government Of Qatar,THB 184.69 - THB 187.87,5.00,186.57,0.38,5.00,186.57,76.51,1.00
Government Of Qatar,THB 187.87 - THB 191.06,8.00,189.65,0.45,7.00,189.46,63.67,0.88
Government Of Qatar,THB 191.06 - THB 194.24,11.00,193.02,0.65,10.00,192.91,64.63,0.91
Government Of Qatar,THB 194.24 - THB 197.42,3.00,195.99,0.19,3.00,195.99,64.85,1.00
Government Of Qatar,THB 197.42 - THB 200.61,11.00,198.98,0.80,10.00,198.94,80.05,0.91
Government Of Qatar,THB 200.61 - THB 203.79,4.00,202.60,0.25,4.00,202.60,63.74,1.00
Government Of Qatar,THB 203.79 - THB 206.98,8.00,205.66,0.38,6.00,205.70,63.78,0.75
Government Of Qatar,THB 206.98 - THB 210.16,4.00,209.23,0.13,3.00,209.39,42.44,0.75
Government Of Qatar,THB 210.16 - THB 213.35,6.00,212.01,0.26,4.00,212.41,63.85,0.67
Government Of Qatar,THB 213.35 - THB 216.53,10.00,214.88,0.57,10.00,214.88,57.43,1.00
Government Of Qatar,THB 216.53 - THB 219.71,6.00,218.77,0.50,5.00,218.89,100.71,0.83
Government Of Qatar,THB 219.71 - THB 222.90,5.00,221.69,0.25,4.00,221.73,62.15,0.80
Government Of Qatar,THB 222.90 - THB 226.08,7.00,224.97,0.33,5.00,225.04,65.65,0.71
Government Of Qatar,THB 226.08 - THB 229.27,5.00,228.17,0.32,5.00,228.17,63.76,1.00
Government Of Qatar,THB 229.27 - THB 232.45,7.00,231.15,0.38,7.00,231.15,54.65,1.00
Government Of Qatar,THB 232.45 - THB 235.64,5.00,234.08,0.32,5.00,234.08,63.71,1.00
Government Of Qatar,THB 235.64 - THB 238.82,4.00,236.95,0.25,4.00,236.95,63.71,1.00
Government Of Qatar,THB 238.82 - THB 242.00,8.00,240.39,0.66,8.00,240.39,82.07,1.00
Government Of Qatar,THB 242.00 - THB 245.19,7.00,243.70,0.54,6.00,243.71,90.13,0.86
Government Of Qatar,THB 245.19 - THB 248.37,7.00,246.65,0.57,7.00,246.65,81.14,1.00
Government Of Qatar,THB 248.37 - THB 251.56,4.00,249.98,0.13,2.00,250.14,63.70,0.50
Government Of Qatar,THB 251.56 - THB 254.74,5.00,253.69,0.27,4.00,253.64,67.96,0.80
Government Of Qatar,THB 254.74 - THB 257.93,8.00,257.20,0.45,7.00,257.08,63.76,0.88
Government Of Qatar,THB 257.93 - THB 261.11,3.00,260.18,0.06,1.00,260.56,63.63,0.33
Government Of Qatar,THB 261.11 - THB 264.29,2.00,263.46,0.20,1.00,263.96,204.44,0.50
Government Of Qatar,THB 264.29 - THB 267.48,2.00,265.27,0.13,2.00,265.27,63.63,1.00
Government Of Qatar,THB 267.48 - THB 270.66,6.00,269.53,0.44,5.00,269.20,88.38,0.83
Government Of Qatar,THB 270.66 - THB 273.85,2.00,271.74,0.13,2.00,271.74,63.66,1.00
Government Of Qatar,THB 273.85 - THB 277.03,4.00,275.68,0.34,4.00,275.68,85.15,1.00
Government Of Qatar,THB 277.03 - THB 280.22,6.00,277.97,0.27,3.00,277.60,89.17,0.50
Government Of Qatar,THB 280.22 - THB 283.40,1.00,281.08,0.06,1.00,281.08,63.63,1.00
Government Of Qatar,THB 283.40 - THB 286.58,4.00,285.20,0.26,4.00,285.20,63.78,1.00
Government Of Qatar,THB 286.58 - THB 289.77,2.00,289.14,0.14,2.00,289.14,69.40,1.00
Government Of Qatar,THB 289.77 - THB 292.95,5.00,291.40,0.36,5.00,291.40,72.34,1.00
Government Of Qatar,THB 292.95 - THB 296.14,1.00,296.06,0.06,1.00,296.06,63.88,1.00
Government Of Qatar,THB 296.14 - THB 299.32,1.00,299.14,0.06,1.00,299.14,63.72,1.00
Government Of Qatar,THB 299.32 - THB 302.51,4.00,302.33,0.36,4.00,302.33,89.62,1.00
Government Of Qatar,THB 302.51 - THB 305.69,2.00,305.28,0.13,2.00,305.28,63.88,1.00
Government Of Qatar,THB 305.69 - THB 308.87,2.00,308.38,0.13,2.00,308.38,66.85,1.00
Government Of Qatar,THB 308.87 - THB 312.06,4.00,310.00,0.14,4.00,310.00,35.99,1.00
Government Of Qatar,THB 312.06 - THB 315.24,4.00,315.45,0.29,2.00,315.43,144.81,0.50
Government Of Qatar,THB 318.43 - THB 321.61,2.00,320.88,0.06,1.00,320.75,63.89,0.50
Government Of Qatar,THB 321.61 - THB 324.80,2.00,324.98,0.13,2.00,324.98,66.95,1.00
Government Of Qatar,THB 324.80 - THB 327.98,1.00,326.34,0.06,1.00,326.34,63.89,1.00
Government Of Qatar,THB 327.98 - THB 331.16,4.00,329.37,0.19,3.00,328.69,63.72,0.75
Government Of Qatar,THB 331.16 - THB 334.35,2.00,333.12,0.16,2.00,333.12,79.06,1.00
Government Of Qatar,THB 334.35 - THB 337.53,6.00,336.57,0.40,5.00,336.44,80.77,0.83
Government Of Qatar,THB 337.53 - THB 340.72,5.00,340.21,0.55,5.00,340.21,109.85,1.00
Government Of Qatar,THB 340.72 - THB 343.90,3.00,342.56,0.20,3.00,342.56,65.86,1.00
Government Of Qatar,THB 343.90 - THB 347.09,2.00,345.72,0.10,1.00,346.54,99.09,0.50
Government Of Qatar,THB 347.09 - THB 350.27,4.00,349.02,0.37,4.00,349.02,91.79,1.00
Government Of Qatar,THB 350.27 - THB 353.45,3.00,350.83,0.19,3.00,350.83,63.68,1.00
Government Of Qatar,THB 353.45 - THB 356.64,4.00,354.85,0.37,4.00,354.85,93.54,1.00
Government Of Qatar,THB 356.64 - THB 359.82,5.00,358.93,0.20,5.00,358.93,40.80,1.00
Government Of Qatar,THB 359.82 - THB 363.01,4.00,361.94,0.27,4.00,361.94,67.17,1.00
Government Of Qatar,THB 366.19 - THB 369.37,3.00,369.20,0.13,3.00,369.20,42.53,1.00
Government Of Qatar,THB 369.37 - THB 372.56,4.00,371.79,0.13,2.00,372.30,63.80,0.50
Government Of Qatar,THB 375.74 - THB 378.93,1.00,375.54,0.24,1.00,375.54,235.43,1.00
Government Of Qatar,THB 378.93 - THB 382.11,1.00,379.36,0.06,1.00,379.36,63.72,1.00
Government Of Qatar,THB 382.11 - THB 385.30,1.00,383.70,0.06,1.00,383.70,63.69,1.00
Government Of Qatar,THB 385.30 - THB 388.48,5.00,387.36,0.25,4.00,386.99,63.75,0.80
Government Of Qatar,THB 391.66 - THB 394.85,1.00,394.08,0.06,1.00,394.08,63.63,1.00
Government Of Qatar,THB 394.85 - THB 398.03,2.00,396.69,0.13,2.00,396.69,63.66,1.00
Government Of Qatar,THB 398.03 - THB 401.22,2.00,400.93,0.13,2.00,400.93,63.70,1.00
Government Of Qatar,THB 404.40 - THB 407.59,1.00,405.04,0.06,1.00,405.04,63.69,1.00
Government Of Qatar,THB 407.59 - THB 410.77,1.00,411.93,0.14,1.00,411.93,143.88,1.00
Government Of Qatar,THB 413.95 - THB 417.14,1.00,414.19,0.18,1.00,414.19,183.23,1.00
Government Of Qatar,THB 417.14 - THB 420.32,5.00,418.31,0.65,4.00,418.22,163.31,0.80
Government Of Qatar,THB 420.32 - THB 423.51,1.00,423.75,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 423.51 - THB 426.69,1.00,423.29,0.06,1.00,423.29,63.63,1.00
Government Of Qatar,THB 433.06 - THB 436.24,2.00,435.43,0.06,1.00,435.27,63.72,0.50
Government Of Qatar,THB 436.24 - THB 439.43,2.00,436.91,0.00,1.00,437.32,0.00,0.50
Government Of Qatar,THB 439.43 - THB 442.61,3.00,441.48,0.26,3.00,441.48,85.93,1.00
Government Of Qatar,THB 442.61 - THB 445.80,1.00,443.63,0.06,1.00,443.63,63.69,1.00
Government Of Qatar,THB 448.98 - THB 452.17,1.00,450.81,0.06,1.00,450.81,63.69,1.00
Government Of Qatar,THB 452.17 - THB 455.35,1.00,453.77,0.06,1.00,453.77,63.63,1.00
Government Of Qatar,THB 455.35 - THB 458.53,1.00,458.37,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 458.53 - THB 461.72,3.00,460.19,0.50,3.00,460.19,167.40,1.00
Government Of Qatar,THB 464.90 - THB 468.09,1.00,467.75,0.15,1.00,467.75,153.10,1.00
Government Of Qatar,THB 468.09 - THB 471.27,2.00,470.16,0.29,1.00,471.88,287.95,0.50
Government Of Qatar,THB 471.27 - THB 474.46,1.00,473.03,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 474.46 - THB 477.64,2.00,477.55,0.28,2.00,477.55,139.79,1.00
Government Of Qatar,THB 477.64 - THB 480.82,1.00,480.13,0.17,1.00,480.13,165.84,1.00
Government Of Qatar,THB 484.01 - THB 487.19,1.00,486.95,0.06,1.00,486.95,63.72,1.00
Government Of Qatar,THB 487.19 - THB 490.38,1.00,489.72,0.06,1.00,489.72,63.69,1.00
Government Of Qatar,THB 493.56 - THB 496.75,1.00,494.10,0.00,0.00,0.00,0.00,0.00
Government Of Qatar,THB 496.75 - THB 499.93,1.00,497.73,0.09,1.00,497.73,89.67,1.00
Government Of Qatar,THB 499.93 - THB 503.11,1.00,500.92,0.06,1.00,500.92,63.63,1.00
Government Of Qatar,THB 506.30 - THB 509.48,3.00,508.63,0.13,3.00,508.63,42.50,1.00
Government Of Qatar,THB 509.48 - THB 512.67,2.00,510.76,0.13,2.00,510.76,63.67,1.00
Government Of Qatar,THB 512.67 - THB 515.85,2.00,514.71,0.27,2.00,514.71,134.04,1.00
Government Of Qatar,THB 515.85 - THB 519.04,2.00,518.34,0.00,1.00,518.35,0.00,0.50
Government Of Qatar,THB 525.40 - THB 528.59,1.00,528.57,0.06,1.00,528.57,63.88,1.00
Government Of Qatar,THB 534.96 - THB 538.14,2.00,537.22,0.28,2.00,537.22,140.83,1.00
Government Of Qatar,THB 538.14 - THB 541.33,1.00,540.18,0.06,1.00,540.18,63.72,1.00
Government Of Qatar,THB 541.33 - THB 544.51,2.00,543.94,0.13,2.00,543.94,63.76,1.00
Government Of Qatar,THB 550.88 - THB 554.06,1.00,554.82,0.29,1.00,554.82,287.95,1.00
Government Of Qatar,THB 566.80 - THB 569.98,1.00,569.86,0.00,1.00,569.86,0.00,1.00
Government Of Qatar,THB 569.98 - THB 573.17,1.00,572.03,0.00,1.00,572.03,0.00,1.00
Government Of Qatar,THB 576.35 - THB 579.54,3.00,578.61,0.48,3.00,578.61,158.81,1.00
Government Of Qatar,THB 589.09 - THB 592.27,1.00,590.41,0.09,1.00,590.41,91.96,1.00
Government Of Qatar,THB 595.46 - THB 598.64,2.00,596.55,0.13,2.00,596.55,63.63,1.00
Government Of Qatar,THB 598.64 - THB 601.83,1.00,600.58,0.06,1.00,600.58,63.72,1.00
Government Of Qatar,THB 601.83 - THB 605.01,1.00,602.51,0.06,1.00,602.51,63.69,1.00
Government Of Qatar,THB 617.75 - THB 620.93,1.00,617.88,0.32,1.00,617.88,315.11,1.00
Government Of Qatar,THB 636.85 - THB 640.04,1.00,641.47,0.10,1.00,641.47,102.97,1.00
Government Of Qatar,THB 655.96 - THB 659.14,1.00,658.07,0.06,1.00,658.07,63.69,1.00
Government Of Qatar,THB 668.70 - THB 671.88,1.00,668.96,0.08,1.00,668.96,77.76,1.00
Government Of Qatar,THB 675.06 - THB 678.25,1.00,679.87,0.06,1.00,679.87,63.89,1.00
Government Of Qatar,THB 703.72 - THB 706.91,1.00,704.21,0.06,1.00,704.21,63.63,1.00
Government Of Qatar,THB 710.09 - THB 713.28,3.00,712.81,0.63,3.00,712.81,210.32,1.00
Government Of Qatar,THB 722.83 - THB 726.01,1.00,728.08,0.00,1.00,728.08,0.00,1.00
Government Of Qatar,THB 729.20 - THB 732.38,1.00,729.96,0.06,1.00,729.96,63.69,1.00
Government Of Qatar,THB 732.38 - THB 735.57,1.00,734.37,0.06,1.00,734.37,63.69,1.00
